name,agency,location,genres,website
Sandra Bishop,Transatlantic Agency,Toronto,"Nonfiction, Cookbook, Memoir, Self-Help",https://www.transatlanticagency.com/
Mary C. Moore,Aevitas Creative Management,San Francisco,"Commercial Fiction, Fantasy, Historical Fiction, Literary Fiction, Mystery, Romance, Science Fiction, Thriller, Women's Fiction, Young Adult, Middle Grade, Horror, Action & Adventure, Crime Fiction, Feminism, Humor, Diverse Fiction, Fiction, Nonfiction",https://www.aevitascreative.com/
Sarah Khalil,Calligraph Literary Agency,New York,"Fiction, Narrative Nonfiction, Nonfiction, LGBTQ",https://www.calligraphlit.com/=
Allison Hellegers,Stimola Literary Studio,New York,"Fiction, Commercial Fiction, Literary Fiction, Science Fiction, Thriller, Young Adult, Nonfiction, Memoir, Middle Grade, LGBTQ, Fantasy, Narrative Nonfiction, Romance",https://www.stimolaliterarystudio.com/
Paige Wheeler,"Creative Media Agency, Inc.",New York,"Action & Adventure, Crime Fiction, Mystery, Romance, Thriller, Women's Fiction, Memoir, Middle Grade, Young Adult, Business Book, Chick Lit, Feminism, Narrative Nonfiction",http://cmalit.com/
Raphael Sagalyn,Creative Artists Agency,Washington,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Politics",https://www.caa.com
Danielle Svetcov,Levine Greenberg Rostan Literary Agency,New York,"Historical Fiction, Literary Fiction",https://lgrliterary.com/
Eleanor Jackson,"Dunow, Carlson & Lerner Literary Agency",New York,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction",https://www.dclagency.com/
Elizabeth Wales,Wales Literary Agency,Seattle,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Politics, Diverse Fiction",http://www.waleslit.com
Clare Mao,Sanford J. Greenburger Associates,New York,"Diverse Fiction, Fiction, Literary Fiction, Memoir, Narrative Nonfiction, Nonfiction",https://www.greenburger.com
Sophie Hicks,Sophie Hicks Agency,London,"Fiction, Commercial Fiction, Fantasy, Literary Fiction, Mystery, Science Fiction, Thriller, Young Adult, Children's Book, Action & Adventure, African-American, BIPOC, Crime Fiction, Diverse Fiction, Feminism, Historical Fiction, Horror, Humor, LGBTQ, Memoir, Narrative Nonfiction, Nonfiction",http://www.sophiehicksagency.com/
Caroline Walsh,David Higham Literary Agency,London,"Fiction, Graphic Novel, Children's Book, Middle Grade, Picture Book, Diverse Fiction, BIPOC, LGBTQ, Commercial Fiction, Poetry, Young Adult",https://www.davidhigham.co.uk
Andrea Brown,Andrea Brown Literary Agency,Chicago,"Fiction, Children's Book, Middle Grade",http://www.andreabrownlit.com/
Donald Winchester,"Watson, Little Ltd",London,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Sports",https://www.watsonlittle.com
Duvall Osteen,United Talent Agency,New York,"Humor, Nonfiction, Narrative Nonfiction, Fiction, Literary Fiction",https://www.unitedtalent.com/
Nalini Akolekar,Spencerhill Associates,Tampa,"Fiction, Romance, Thriller, Women's Fiction, Commercial Fiction, Historical Fiction, Horror",https://www.spencerhillassociates.com/
Sarah Bedingfield,Levine Greenberg Rostan Literary Agency,New York,"Fiction, Commercial Fiction, Literary Fiction, Thriller, Mystery",https://lgrliterary.com/
Gordon Wise,Curtis Brown UK,London,"Fiction, Crime Fiction, Humor, Literary Fiction, Thriller, Nonfiction, Memoir, Narrative Nonfiction, Commercial Fiction",https://www.curtisbrown.co.uk/
Michaela Whatnall,"Dystel, Goderich & Bourret",New York,"Action & Adventure, Commercial Fiction, Fantasy, Graphic Novel, Historical Fiction, Literary Fiction, Romance, Young Adult, Nonfiction, Narrative Nonfiction, Middle Grade, Picture Book, Diverse Fiction, LGBTQ, African-American, BIPOC, Chick Lit, Cookbook, Feminism, New Adult, Politics, Sports, Women's Fiction",https://www.dystel.com/
Edward Maxwell,Transatlantic Literary Agency,New York,"Nonfiction, Children's Book, Picture Book",https://www.transatlanticagency.com/
Jessica Errera,Jane Rotrosen Agency,New York,"Fiction, Historical Fiction, Romance, Thriller, Women's Fiction, Young Adult, Mystery",https://www.janerotrosen.com/
Joseph Regal,Regal Hoffmann & Associates,New York,"Fiction, Literary Fiction, Thriller, Nonfiction, Narrative Nonfiction",http://rhaliterary.com/
Amelia Atlas,Creative Artists Agency,London,"Fiction, Nonfiction, Narrative Nonfiction, Children's Book, Young Adult",https://www.caa.com/
Amanda Orozco,Transatlantic Agency,Toronto,"Fiction, Fantasy, Horror, Romance, Science Fiction, Short Story, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Politics, Diverse Fiction, BIPOC, Poetry, Chick Lit, Humor, Literary Fiction, Women's Fiction",https://www.transatlanticagency.com/
Ethan Ellenberg,The Ethan Ellenberg Literary Agency,New York,"Fiction, Action & Adventure, Commercial Fiction, Fantasy, Literary Fiction, Mystery, Romance, Science Fiction, Thriller, Women's Fiction, Nonfiction, Cookbook, Memoir, Narrative Nonfiction, Spirituality, Children's Book, Picture Book, Diverse Fiction",https://ethanellenberg.com/
David Hale Smith,InkWell Management,Dallas,"Fiction, Commercial Fiction, Nonfiction, Narrative Nonfiction, Action & Adventure, Crime Fiction, Diverse Fiction, Horror, Memoir, Mystery, Thriller",http://inkwellmanagement.com/
Jacinta di Mase,Jacinta di Mase Management,Melbourne,"Fiction, Nonfiction",https://www.jacintadimase.com.au/
Nephele Tempest,The Knight Agency,Atlanta,"Fiction, Historical Fiction, Romance, Women's Fiction, Fantasy",http://www.knightagency.net/
David Gernert,The Gernert Company,New York,"Commercial Fiction, Nonfiction, Sports, Fiction",http://www.thegernertco.com/
Rachel Vogel,"Dunow, Carlson & Lerner Literary Agency",New York,"Fiction, Humor, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Business Book, Cookbook",https://www.dclagency.com/
Stacey Kendall Glick,"Dystel, Goderich & Bourret",New York,"Nonfiction, Cookbook, Memoir, Narrative Nonfiction, Self-Help",https://www.dystel.com/
Latoya C. Smith,LCS Literary Services,New York,"Romance, Thriller, Women's Fiction, Young Adult, Business Book, Self-Help, BIPOC",https://lcsliterary.com
Barbara Collins Rosenberg,The Rosenberg Group,Boston,"Fiction, Chick Lit, Romance, Women's Fiction, Nonfiction, Sports, Cookbook",http://www.rosenberggroup.com/
Lauren Eldridge,Lucinda Literary,Boston,"Children's Book, Fiction, Memoir, Narrative Nonfiction, Nonfiction, Spirituality, Young Adult",https://lucindaliterary.com/
Nicky Lovick,WGM Atlantic,London,"Commercial Fiction, Crime Fiction, Thriller, Women's Fiction, Action & Adventure, Chick Lit, Feminism, Historical Fiction, Memoir, Narrative Nonfiction, Nonfiction, Romance",https://www.wgmtalent.com/
Sandra Dijkstra,Sandra Dijkstra Literary Agency,San Diego,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction",https://www.dijkstraagency.com/
Hemali Sodhi,A Suitable Agency,New Delhi,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Politics, Business Book",https://www.asuitableagency.com/
Susan Canavan,WLA Books,New York,"Memoir, Narrative Nonfiction, Nonfiction",https://wlabooks.com/
Audrey Clare Farley,Hyponymous Literary,Pittsburgh,"Memoir, Narrative Nonfiction, Nonfiction",https://www.hyponymous.com/
Louise Lamont,LBA Literary Agency,London,"Fiction, Young Adult, Children's Book, Middle Grade, Picture Book",https://lbabooks.com/
Gwyn Jordan,Gold Dust Literary Agency,Dallas,"Mystery, Romance, Thriller, Chick Lit, Commercial Fiction, Fantasy, Humor",https://golddustliterary.com/
Jeff Ourvan,Jennifer Lyons Literary Agency,New York,"Fiction, Thriller, Nonfiction, Narrative Nonfiction, Business Book, Middle Grade, Mystery, Politics, Science Fiction, Sports",https://www.jenniferlyonsliteraryagency.com/
Ella Kahn,Diamond Kahn & Woods Literary Agency,London,"Fiction, Commercial Fiction, Historical Fiction, Science Fiction, Thriller, Young Adult, Children's Book, Middle Grade, Diverse Fiction, BIPOC, LGBTQ, Crime Fiction",http://dkwlitagency.co.uk/
Sally Harding,CookeMcDermid,Toronto,"Fiction, Fantasy, Science Fiction, Nonfiction",https://cookemcdermid.com/
Chelsea Eberly,The Greenhouse Literary Agency,Fairfax,"Fiction, Graphic Novel, Women's Fiction, Young Adult, Nonfiction, Narrative Nonfiction, Middle Grade, Picture Book, LGBTQ, New Adult",http://www.greenhouseliterary.com/
Sonali Chanchani,Folio Literary Management,New York,"Fiction, Commercial Fiction, Literary Fiction, Mystery, Thriller, Women's Fiction, Nonfiction, Narrative Nonfiction, Feminism",https://www.foliolit.com/
Jennifer Mattson,Andrea Brown Literary Agency,Chicago,"Fiction, Commercial Fiction, Fantasy, Mystery, Thriller, Young Adult, Children's Book, Middle Grade, Picture Book, Diverse Fiction, BIPOC, LGBTQ",https://www.andreabrownlit.com/
Abby Saul,The Lark Group,Chicago,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Mystery, Thriller, Women's Fiction",http://www.larkwords.com/
Lisa Adams,The Garamond Agency,Boston,"Nonfiction, Business Book, Narrative Nonfiction",http://www.garamondagency.com/
Stacia Decker,"Dunow, Carlson & Lerner Literary Agency",New York,"Fiction, Fantasy, Literary Fiction, Science Fiction, Thriller, Commercial Fiction",https://www.dclagency.com/
Mark Falkin,Falkin Literary,Austin,"Commercial Fiction, Literary Fiction, Thriller, Young Adult, Crime Fiction, Horror, Humor, Memoir, Narrative Nonfiction, Sports",http://markfalkin.com/falkin-literary
Claudia Ballard,William Morris Endeavor,Los Angeles,"Humor, Nonfiction, Memoir, Narrative Nonfiction, Fiction, Literary Fiction",https://www.wmeagency.com/
Jennifer Azantian,Azantian Literary Agency,Los Angeles,"Children's Book, Fantasy, Fiction, Graphic Novel, Middle Grade, Young Adult",https://www.azantianlitagency.com/about-us/
Robin Straus,"Robin Straus Agency, Inc.",New York,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Cookbook, Memoir, Narrative Nonfiction",http://www.robinstrausagency.com/
Katie Shea Boutillier,Donald Maass Literary Agency,New York,"Fiction, Commercial Fiction, Thriller, Women's Fiction, Young Adult",http://maassagency.com/
Rayhane Sanders,Massie McQuilkin & Altman Literary Agents,New York,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Young Adult, Memoir, Narrative Nonfiction",http://www.mmqlit.com/
Laura Wood,FinePrint Literary Management,New York,Nonfiction,https://fineprintlit.com/laura-wood.html
Amy Tannenbaum,Jane Rotrosen Agency,New York,"Fiction, Crime Fiction, Historical Fiction, Horror, Mystery, New Adult, Romance, Thriller, Women's Fiction, Diverse Fiction",https://www.janerotrosen.com/
Cynthia Ruchti,Books & Such Literary Agency,San Francisco,"Nonfiction, Christian, Self-Help, Spirituality, Commercial Fiction, Diverse Fiction, Historical Fiction, Literary Fiction, Memoir, Narrative Nonfiction",https://www.booksandsuch.com/
Natasha Kern,Natasha Kern Literary Agency,Seattle,"Fiction, Commercial Fiction, Mystery, Romance, Thriller, Women's Fiction, Diverse Fiction, BIPOC, Chick Lit, Historical Fiction, Young Adult",https://natashakernliterary.com/
Emily Forney,BookEnds Literary Agency,Newark,"Fiction, Fantasy, Romance, Women's Fiction, Young Adult",http://www.bookendsliterary.com/
Anjali Singh,The Anjali Singh Agency,New York,"Fiction, Graphic Novel, Literary Fiction, Narrative Nonfiction",https://www.anjalisinghagency.com
Wendy Strothman,Aevitas Creative Management,Nashville,"Nonfiction, Memoir, Narrative Nonfiction, Politics",https://www.aevitascreative.com/
Seth Fishman,The Gernert Company,Los Angeles,"Fiction, Nonfiction, Children's Book, Young Adult",https://www.thegernertco.com/
Keshava Guha,Aevitas Creative Management,New Delhi,"Nonfiction, Spirituality, Sports",https://www.aevitascreative.com/
Meg Wheeler,Westwood Creative Artists,Toronto,"Crime Fiction, Fiction, Historical Fiction, Literary Fiction, Mystery, Narrative Nonfiction, Nonfiction, Thriller",https://wcaltd.com/meg-wheeler/
Gina Panettieri,Talcott Notch Literary Services,Hartford,"Historical Fiction, Thriller, Women's Fiction, Nonfiction, Business Book, Self-Help, Action & Adventure, Chick Lit, Children's Book, Commercial Fiction, Crime Fiction, Diverse Fiction, Feminism, Horror, LGBTQ, Literary Fiction, Memoir, Middle Grade, Mystery, Narrative Nonfiction, New Adult, Politics, Romance, Sports, Young Adult",http://www.talcottnotch.net/
Lyn Tranter,Australian Literary Management,Sydney,"Fiction, Commercial Fiction, Crime Fiction, Literary Fiction, Mystery, Short Story, Thriller, Nonfiction, Memoir, Narrative Nonfiction, Politics",https://austlit.com/
Eric Simonoff,William Morris Endeavor,Los Angeles,"Fiction, Literary Fiction, Short Story, Thriller, Nonfiction, Memoir, Narrative Nonfiction, Politics",https://www.wmeagency.com/
Christa Heschke,"McIntosh & Otis, Inc.",New York,"Fiction, Young Adult, Children's Book, Middle Grade, Picture Book, Fantasy, Horror, Romance",http://mcintoshandotis.com/
Lauren Bieker,FinePrint Literary Management,New York,"Fantasy, Fiction, Horror, LGBTQ, Middle Grade, Nonfiction, Romance, Science Fiction, Thriller, Women's Fiction, Young Adult",https://fineprintlit.com/lauren-bieker-vp.html
Alice Speilburg,Speilburg Literary Agency,Louisville,"Fiction, Action & Adventure, Fantasy, Historical Fiction, Mystery, Science Fiction, Thriller, Women's Fiction, Young Adult, Nonfiction, Narrative Nonfiction, Diverse Fiction, BIPOC, LGBTQ, Crime Fiction, Horror, Memoir, Politics",http://speilburgliterary.com/
Jayapriya Vasudevan,Jacaranda Literary Agency,Mumbai,"Fiction, Commercial Fiction, Crime Fiction, Fantasy, Science Fiction, Women's Fiction, Nonfiction, Memoir, Self-Help, Diverse Fiction, BIPOC, Literary Fiction, Narrative Nonfiction",http://jacarandalit.com
Jessica Larios-Zarate,Wave Literary,San Francisco,"Fiction, Diverse Fiction, Narrative Nonfiction, #ownvoices",https://www.waveliterary.com/
Renee Zuckerbrot,Massie McQuilkin & Altman Literary Agents,New York,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Short Story, Nonfiction, Narrative Nonfiction",http://www.mmqlit.com/
Zoë Plant,The Bent Agency,London,"Fiction, Fantasy, Horror, Science Fiction, Young Adult, Middle Grade, Thriller",http://www.thebentagency.com/
Sam Farkas,Jill Grinberg Literary Management,New York,"Fiction, Action & Adventure, Commercial Fiction, Crime Fiction, Fantasy, Graphic Novel, Historical Fiction, Horror, Humor, Literary Fiction, Mystery, New Adult, Romance, Science Fiction, Thriller, Women's Fiction, Young Adult, Nonfiction, Memoir, Children's Book, Middle Grade, Diverse Fiction, BIPOC, LGBTQ, Picture Book",https://jillgrinbergliterary.com/
John Rudolph,"Dystel, Goderich & Bourret",New York,"Fiction, Young Adult, Nonfiction, Business Book, Memoir, Narrative Nonfiction, Sports, Children's Book, Middle Grade, Picture Book, Humor, Commercial Fiction",https://www.dystel.com/
Monica Odom,Odom Media Management,San Diego,"Fiction, Commercial Fiction, Fantasy, Graphic Novel, Historical Fiction, Science Fiction, Short Story, Thriller, Cookbook, Memoir, Sports, Children's Book, Picture Book, Diverse Fiction, African-American, BIPOC, LGBTQ",https://odommediamgmt.com/
Carol Franco,Calligraph Literary Agency,New York,"Business Book, Nonfiction",https://www.calligraphlit.com/
Laura Strachan,Strachan Literary Agency,Washington,"Fiction, Commercial Fiction, Literary Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Children's Book, Middle Grade",http://www.strachanlit.com/
Timothy Travaglini,Transatlantic Agency,Toronto,"Fiction, Fantasy, Literary Fiction, Romance, Science Fiction, Nonfiction, Memoir, Politics, Children's Book, Middle Grade, Picture Book, Action & Adventure, Chick Lit, Commercial Fiction, Diverse Fiction, Feminism, Graphic Novel, Humor, Narrative Nonfiction, Spirituality, Women's Fiction, Young Adult",https://www.transatlanticagency.com/
Rachel Ekstrom Courage,Courage Literary,New York,"Fiction, Commercial Fiction, Literary Fiction, Business Book, Children's Book",https://www.courageliterary.com/
Neil Olson,Massie McQuilkin & Altman Literary Agents,New York,"Fiction, Historical Fiction, Nonfiction",http://www.mmqlit.com/
Terra Chalberg,Chalberg & Sussman Literary Agency,New York,"Fiction, Commercial Fiction, Literary Fiction, Short Story, Nonfiction, Memoir, Narrative Nonfiction",https://www.chalbergsussman.com/
Marlene Stringer,Marlene Stringer,"Naples, US","Commercial Fiction, Crime Fiction, Fantasy, Women's Fiction, Historical Fiction, Mystery, Romance, Thriller, Young Adult",https://www.stringerlit.com/
Michelle Wolfson,Wolfson Literary Agency,New York,"Fiction, Commercial Fiction, Humor, Mystery, New Adult, Romance, Thriller, Women's Fiction, Young Adult, Nonfiction, Narrative Nonfiction, Self-Help, Feminism",http://www.wolfsonliterary.com/
Jake Babad,Westwood Creative Artists,Toronto,"Crime Fiction, Fantasy, Fiction, Nonfiction, Science Fiction",https://wcaltd.com/jake-babad/
Patrice Caldwell,New Leaf Literary & Media,New York,"Fiction, Fantasy, Horror, Romance, Science Fiction, Young Adult, Nonfiction, Narrative Nonfiction, LGBTQ, Action & Adventure, Business Book, Cookbook, Historical Fiction, Mystery, New Adult, Politics, Self-Help, Thriller, Spirituality, Short Story",http://www.newleafliterary.com/
John Taylor “Ike” Williams,Calligraph Literary Agency,New York,"Nonfiction, Politics",https://www.calligraphlit.com/
Susanna Einstein,"Dunow, Carlson & Lerner Literary Agency",New York,"Fiction, Crime Fiction, Young Adult, Nonfiction, Narrative Nonfiction, Middle Grade, Commercial Fiction, Historical Fiction, Literary Fiction, Memoir",https://www.einsteinliterary.com/
Michael Bourret,"Dystel, Goderich & Bourret",New York,"Fiction, Thriller, Women's Fiction, Young Adult, Nonfiction, Memoir, Children's Book, Middle Grade, Picture Book",https://www.dystel.com/
Rachel Kent,Books & Such Literary Management,San Francisco,"Fiction, Young Adult, Nonfiction, Christian, Children's Book, Commercial Fiction, Diverse Fiction, Memoir, Narrative Nonfiction, Picture Book",https://www.booksandsuch.com/
Julie Romeis Sanders,Steelworks Literary,New York,"Children's Book, Fiction, Graphic Novel, Middle Grade, Picture Book, Young Adult",https://steelworksliterary.com/
Susan F. Schulman,Susan Schulman Literary Agency,New York,"Fiction, Women's Fiction, Nonfiction, Memoir, Children's Book",https://www.schulmanagency.com/
Lisa Jackson,Alive Literary Agency,Denver,"Nonfiction, Christian, Spirituality, Children's Book, Commercial Fiction, Diverse Fiction, Fiction, Memoir, Narrative Nonfiction",https://aliveliterary.com/
Jody Kahn,Brandt & Hochman Literary Agents,New York,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction",https://brandthochman.com/
Stéphanie Abou,Massie McQuilkin & Altman Literary Agents,New York,"Fiction, Commercial Fiction, Literary Fiction, Short Story, Thriller, Young Adult, Crime Fiction, Memoir, Middle Grade, Narrative Nonfiction",http://www.mmqlit.com/
Natascha Morris,The Tobias Agency,Nashville,"Young Adult, Fiction, Fantasy, Middle Grade, Mystery, New Adult, Picture Book, Romance, Women's Fiction",https://www.thetobiasagency.com/
William Clark,William Clark Associates,New York,"Nonfiction, Narrative Nonfiction, Fiction",http://wmclark.com/
Emily MacDonald,42 Management & Production,London,"Crime Fiction, Diverse Fiction, Literary Fiction, Memoir, Narrative Nonfiction, Nonfiction, Thriller, Women's Fiction, Commercial Fiction",https://www.42mp.com/books
Rebecca Gradinger,United Talent Agency,New York,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Narrative Nonfiction",https://www.unitedtalent.com/
Jessica Papin,"Dystel, Goderich & Bourret",New York,"Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Women's Fiction",https://www.dystel.com/
Jemiscoe Chambers-Black,Andrea Brown Literary Agency,Chicago,"Romance, Thriller, Young Adult, Horror, Mystery, Picture Book",http://www.andreabrownlit.com/
Barry Goldblatt,Barry Goldblatt Literary Agency,New York,"Fiction, Graphic Novel, Young Adult, Children's Book, Middle Grade, Fantasy, New Adult, Picture Book, Science Fiction",http://bgliterary.com/
Kathryn Green,"Kathryn Green Literary Agency, LLC",New York,"Fiction, Mystery, Romance, Historical Fiction, Middle Grade, Young Adult, Women's Fiction",http://www.kathryngreenliteraryagency.com/
Juliet Pickering,Blake Friedmann,London,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Cookbook, Narrative Nonfiction, Diverse Fiction, BIPOC, Feminism, LGBTQ, Women's Fiction",http://blakefriedmann.co.uk/
Lori Steel,SteelWorks Literary,New York,"Fiction, Graphic Novel, Young Adult, Children's Book, Middle Grade, Picture Book",https://steelworksliterary.com/
Hannah Mann,Writers House,New York,"Fiction, Graphic Novel, Young Adult, Children's Book, Middle Grade, Mystery, Thriller",http://www.writershouse.com/
Catherine Cho,Paper Literary,London,"Fiction, Narrative Nonfiction, Women's Fiction, Young Adult, Commercial Fiction, Literary Fiction",https://www.paperliterary.com/
Laura Cameron,Transatlantic Agency,Toronto,"Literary Fiction, Nonfiction, Horror, Thriller",https://www.transatlanticagency.com/
Andrew Wolgemuth,"Wolgemuth & Associates, Inc.",Orlando,"Nonfiction, Christian",https://wolgemuthandassociates.com/
Julie Stevenson,Massie McQuilkin & Altman Literary Agents,New York,"Fiction, Commercial Fiction, Literary Fiction, Thriller, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Diverse Fiction, LGBTQ",http://www.mmqlit.com/
Jennifer Soloway,Andrea Brown Literary Agency,Chicago,"Fiction, Commercial Fiction, Horror, Literary Fiction, Thriller, Young Adult, Children's Book, Middle Grade, Action & Adventure, Crime Fiction, Graphic Novel, Humor, LGBTQ, Mystery, Women's Fiction",http://www.andreabrownlit.com/
Tina Schwartz,"The Purcell Agency, LLC",Chicago,"Fiction, Romance, Young Adult, Nonfiction, Sports, Children's Book, Middle Grade, Diverse Fiction, LGBTQ, Chick Lit, Horror, Memoir",http://www.thepurcellagency.com/
Moses Cardona,John Hawkins & Associates,New York,"Fiction, Commercial Fiction, Thriller, Nonfiction, Business Book, Diverse Fiction, BIPOC, Horror, #ownvoices",http://www.jhalit.com/
Elizabeth Copps,Copps Literary Services,New York,"Children's Book, Commercial Fiction, Diverse Fiction, Fiction, Historical Fiction, Horror, LGBTQ, Literary Fiction, Middle Grade, Mystery, New Adult, Romance, Thriller, Women's Fiction, Young Adult",https://www.coppsliterary.com/our-team
Steven Axelrod,The Axelrod Agency,New York,"Mystery, Romance, Thriller, Women's Fiction, Fiction",https://axelrodagency.com/
Scott Waxman,WLA Books,New York,"Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Literary Fiction",https://www.waxmanliteraryagency.com/
Hellie Ogden,William Morris Endeavor,London,"Fiction, Commercial Fiction, Crime Fiction, Historical Fiction, Literary Fiction, Thriller, Young Adult, Nonfiction, Cookbook, Narrative Nonfiction, Children's Book, Feminism",https://wmebookdepartment.com/
Krista Van Dolzer,The Unter Agency,New York,"Fiction, Middle Grade, Narrative Nonfiction, Nonfiction, Young Adult",https://theunteragency.com/
Heather Jackson,Heather Jackson Literary Agency,New York,"Fiction, Commercial Fiction, Thriller, Women's Fiction, Nonfiction, Self-Help, Romance, Feminism, Historical Fiction, Narrative Nonfiction",https://www.hjlit.com/
Renuka Chatterjee,Speaking Tiger Books,New Delhi,"Fiction, Commercial Fiction, Literary Fiction, Poetry, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Politics, Children's Book, Middle Grade, Picture Book",https://www.speakingtigerbooks.com/
Russell Galen,Scovil Galen Ghosh Literary Agency,New York,"Fiction, Fantasy, Science Fiction, Nonfiction, Narrative Nonfiction, Commercial Fiction, Historical Fiction, Horror, Literary Fiction, Memoir, Politics, Romance, Spirituality, Sports, Thriller",https://querytracker.net/agent/190
Andrea Cascardi,Transatlantic Agency,Toronto,"Women's Fiction, Young Adult, Commercial Fiction, Graphic Novel, Middle Grade",https://www.transatlanticagency.com/
Sandra Bond,Bond Literary Agency,Denver,"Fiction, Commercial Fiction, Crime Fiction, Literary Fiction, Mystery, Thriller, Young Adult, Nonfiction, Business Book, Narrative Nonfiction",https://bondliteraryagency.com/
Lucy Childs,The Aaron M. Priest Literary Agency,New York,"Fiction, Commercial Fiction, Literary Fiction, Women's Fiction, Memoir",http://aaronpriest.com/
Jane Novak,Jane Novak Literary Agency,Sydney,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Narrative Nonfiction, Children's Book",https://www.janenovak.com/
Linda Epstein,Emerald City Literary Agency,Seattle,"Fiction, Young Adult, Children's Book, Middle Grade, Picture Book, Diverse Fiction, African-American, BIPOC, LGBTQ",http://www.emeraldcityliterary.com/
Eugenie Furniss,42 Management & Production,London,"Commercial Fiction, Fiction, Historical Fiction, Memoir, Nonfiction, Crime Fiction, Politics",https://www.42mp.com/
Joelle Delbourgo,Joelle Delbourgo Associates,New York,"Commercial Fiction, Fiction, Literary Fiction, Memoir, Mystery, Narrative Nonfiction, Thriller, Women's Fiction",https://delbourgo.com/
Kimberly Brower,"Park, Fine & Brower Literary Management",New York,"Fiction, Commercial Fiction, Romance, Thriller",https://parkfinebrower.com/
Linda S. Glaz,Linda S. Glaz Literary Agency,Pittsburgh,"Nonfiction, Christian, Mystery, Romance, Thriller, Women's Fiction",https://lindasglaz.com/
Meg Ruley,Jane Rotrosen Agency,New York,"Fiction, Commercial Fiction, Romance, Thriller, Crime Fiction, Historical Fiction, Mystery, Women's Fiction",https://www.janerotrosen.com/
Penny Moore,Aevitas Creative Management,Boston,"Fiction, Fantasy, Young Adult, Children's Book, Middle Grade, Horror, Mystery, Romance, Thriller",https://aevitascreative.com/
Mary Cummings,Great River Literary,Los Angeles,"Fiction, Young Adult, Children's Book, Picture Book, Literary Fiction, Middle Grade, Poetry",http://greatriverliterary.com/
Brenda Bowen,The Book Group,New York,"Fiction, Historical Fiction, Literary Fiction, Young Adult, Children's Book, Middle Grade, Picture Book, Cookbook, Humor",http://www.thebookgroup.com/
Analieze Cervantes,"Harvey Klinger, Inc.",New York,"Fiction, Fantasy, Mystery, Romance, Science Fiction, Thriller, Young Adult, Diverse Fiction, BIPOC, LGBTQ, Children's Book, Middle Grade, Picture Book, #ownvoices",https://www.reesagency.com/
Diana Fox,Fox Literary,New York,"Fiction, Fantasy, Graphic Novel, Historical Fiction, Romance, Science Fiction, Thriller, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Spirituality",http://www.foxliterary.com/
Hilary McMahon,Westwood Creative Artists,Toronto,"Fiction, Literary Fiction, Middle Grade, Narrative Nonfiction, Nonfiction, Young Adult",https://wcaltd.com/hilary-mcmahon/
Ann Leslie Tuttle,"Dystel, Goderich & Bourret",New York,"Commercial Fiction, Historical Fiction, Middle Grade, Narrative Nonfiction, Nonfiction, Romance, Thriller, Women's Fiction, Chick Lit, Memoir",https://www.dystel.com/
Sara Megibow,Megibow Literary Agency,Denver,"Fiction, Fantasy, Romance, Science Fiction, Young Adult, Children's Book, Middle Grade, Diverse Fiction, LGBTQ",https://www.megibowliteraryagency.com/
Benython Oldfield,Zeitgeist Agency,Sydney,"Fiction, Crime Fiction, Thriller, Young Adult, Children's Book, Chick Lit, Commercial Fiction, Diverse Fiction, Fantasy, Feminism, Historical Fiction, Literary Fiction, Memoir, Narrative Nonfiction, Nonfiction, Romance",https://www.zeitgeistagency.com/
Sarah Heller,The Helen Heller Agency,Toronto,"Fiction, Commercial Fiction, Young Adult, Narrative Nonfiction",https://thehelenhelleragency.com/
Saritza Hernandez,Andrea Brown Literary Agency,Chicago,"Fiction, Romance, Science Fiction, Middle Grade, New Adult, Picture Book, Nonfiction, Graphic Novel, Humor, Mystery, Women's Fiction",http://www.andreabrownlit.com/
Miriam Altshuler,DeFiore & Company,New York,"Fiction, Literary Fiction, Young Adult, Narrative Nonfiction, Children's Book, Middle Grade, LGBTQ, Commercial Fiction",http://www.defliterary.com/
